zip_code,price
969.0,325719.43055555556
970.0,55500.0
971.0,322000.0
972.0,103000.0
974.0,199000.0
976.0,198567.90566037735
979.0,437079.71014492755
982.0,150776.92307692306
983.0,180571.42857142858
985.0,186490.75862068965
987.0,183612.8205128205
995.0,410000.0
1001.0,275825.8032786885
1002.0,439489.16814159293
1005.0,302333.72093023255
1007.0,279816.9202898551
1008.0,195227.77777777778
1009.0,164600.0
1010.0,328374.28571428574
1011.0,169493.10344827586
1012.0,447542.85714285716
1013.0,279994.5045045045
1020.0,266283.5523255814
1022.0,186719.23076923078
1026.0,277754.54545454547
1027.0,367262.99
1028.0,344240.871559633
1030.0,320127.3387096774
1031.0,270036.36363636365
1032.0,186690.0
1033.0,300964.7962962963
1034.0,252612.5
1035.0,477224.1379310345
1036.0,319462.5
1037.0,259504.7619047619
1038.0,339506.25
1039.0,352642.85714285716
1040.0,246222.94329896907
1050.0,228173.59259259258
1053.0,323128.5714285714
1054.0,325772.7272727273
1056.0,296323.76153846155
1057.0,258794.8524590164
1060.0,435371.0
1062.0,397451.9733333333
1066.0,315000.0
1068.0,398171.35714285716
1069.0,244559.8674698795
1070.0,132950.0
1071.0,348463.3333333333
1072.0,281150.0
1073.0,355890.42553191487
1075.0,335389.9809523809
1077.0,357461.06944444444
1079.0,236600.0
1080.0,235328.7
1081.0,202267.9375
1082.0,221853.70103092783
1083.0,233468.9655172414
1085.0,294112.5316455696
1088.0,239360.0
1089.0,277923.2042253521
1092.0,221136.36363636365
1093.0,295266.6666666667
1095.0,361189.5631067961
1096.0,344215.3846153846
1098.0,328401.3888888889
1101.0,116250.0
1103.0,89966.66666666667
1104.0,221187.22222222222
1105.0,219419.82352941178
1106.0,409686.9456521739
1107.0,225854.17857142858
1108.0,263116.1529411765
1109.0,226414.4322580645
1118.0,256123.568
1119.0,269633.6395348837
1128.0,262890.8181818182
1129.0,255177.98
1151.0,260808.3142857143
1201.0,257723.13043478262
1220.0,193314.18181818182
1222.0,273900.0
1223.0,137057.1081081081
1224.0,249900.0
1225.0,239699.4871794872
1226.0,266170.6896551724
1230.0,466895.10365853657
1235.0,209390.39285714287
1236.0,395150.0
1237.0,319773.62637362635
1238.0,390089.1034482759
1240.0,515307.9866666667
1242.0,299000.0
1243.0,159583.33333333334
1244.0,347000.0
1245.0,383379.3103448276
1247.0,164743.575
1253.0,256528.30188679244
1254.0,500604.7619047619
1255.0,357690.9090909091
1256.0,310712.5
1257.0,425110.0
1258.0,313538.46153846156
1259.0,360276.4117647059
1262.0,458837.5
1264.0,195699.375
1266.0,433760.71428571426
1267.0,396627.55102040817
1270.0,200268.125
1301.0,274254.08181818185
1330.0,272220.0
1331.0,260027.1610738255
1337.0,291327.0833333333
1338.0,105641.66666666667
1339.0,290677.77777777775
1340.0,250133.33333333334
1341.0,423111.1111111111
1342.0,253712.5
1344.0,198462.5
1346.0,317316.6666666667
1347.0,250000.0
1349.0,205740.0
1350.0,99999.0
1351.0,252841.17647058822
1354.0,290681.8181818182
1355.0,339258.5833333333
1360.0,314430.0
1364.0,224906.1948051948
1366.0,222544.33333333334
1367.0,126540.0
1368.0,226225.0
1370.0,382223.5294117647
1373.0,376121.39285714284
1375.0,384230.76923076925
1376.0,242796.2962962963
1378.0,257425.0
1379.0,158612.5
1420.0,331006.76744186046
1430.0,265902.22222222225
1431.0,370017.8214285714
1432.0,489417.6274509804
1434.0,624350.0
1436.0,293775.0
1438.0,266566.6666666667
1440.0,278882.2960526316
1450.0,547184.6153846154
1451.0,657733.3333333334
1452.0,275164.13157894736
1453.0,364055.44921875
1460.0,613074.4814814815
1462.0,460428.3977272727
1463.0,413996.21428571426
1464.0,416063.15789473685
1468.0,349852.63157894736
1469.0,374651.8333333333
1473.0,413627.6307692308
1474.0,381813.26666666666
1475.0,275299.9743589744
1501.0,351641.07857142854
1503.0,523642.1052631579
1504.0,381755.73076923075
1505.0,543551.96
1506.0,258124.2857142857
1507.0,319004.447761194
1510.0,350807.5053763441
1515.0,343575.0
1516.0,401038.4375
1518.0,401921.6956521739
1519.0,492967.67741935485
1520.0,448423.8095238095
1521.0,288872.7027027027
1522.0,434335.71428571426
1523.0,429114.5625
1524.0,331093.0232558139
1527.0,403401.30263157893
1529.0,339536.36363636365
1531.0,268874.9166666667
1532.0,541582.2307692308
1534.0,469051.85185185185
1535.0,292697.2702702703
1536.0,551271.052631579
1537.0,295880.0
1540.0,314301.3888888889
1541.0,516723.5294117647
1542.0,363269.1538461539
1543.0,366628.0
1545.0,509144.5813953488
1550.0,301372.70247933886
1558.0,419900.0
1560.0,376647.0588235294
1561.0,380000.0
1562.0,338068.75238095236
1564.0,447696.0731707317
1566.0,343597.8958333333
1568.0,670993.6486486486
1569.0,410717.8380952381
1570.0,376764.1862745098
1571.0,357832.12987012987
1581.0,473267.25581395347
1583.0,427221.1818181818
1585.0,349943.45652173914
1588.0,472810.50877192983
1590.0,442094.1176470588
1592.0,475000.0
1602.0,369942.41085271316
1603.0,334669.4661016949
1604.0,375557.3977272727
1605.0,379926.55963302753
1606.0,355462.6328125
1607.0,293643.7586206897
1608.0,172985.7142857143
1609.0,452882.2463768116
1610.0,434586.42372881353
1611.0,279956.25
1612.0,422260.48484848486
1613.0,499000.0
1701.0,577979.9747474748
1702.0,491970.58181818185
1718.0,380000.0
1719.0,662260.5333333333
1720.0,615981.5436893204
1721.0,557283.8533333334
1730.0,761915.59375
1740.0,616532.3529411765
1741.0,756141.6666666666
1742.0,809690.4761904762
1745.0,591800.0
1746.0,536996.3414634146
1747.0,406740.7037037037
1748.0,637942.4285714285
1749.0,533181.8090909091
1752.0,436325.8238341969
1754.0,488010.65476190473
1756.0,579816.0
1757.0,440625.66972477065
1760.0,673229.0405405406
1770.0,841914.2857142857
1772.0,635594.5945945946
1773.0,839964.2857142857
1775.0,655356.0975609756
1776.0,796446.802631579
1778.0,778354.5454545454
1801.0,568419.9735449735
1803.0,640045.0980392157
1810.0,632899.4094488189
1821.0,580240.9555555555
1824.0,530884.6335877862
1826.0,458526.49206349207
1827.0,672080.0
1830.0,449383.1084337349
1832.0,445251.0869565217
1833.0,550702.3658536585
1834.0,512905.55555555556
1835.0,454196.9275362319
1840.0,407466.6666666667
1841.0,493339.42696629214
1843.0,479561.9649122807
1844.0,498365.5747126437
1845.0,558584.9378881988
1850.0,385623.58904109587
1851.0,434162.7808219178
1852.0,426572.2894736842
1854.0,414244.1038961039
1860.0,534681.4615384615
1862.0,509487.7551020408
1863.0,469977.0625
1864.0,582228.0208333334
1867.0,689502.7115384615
1876.0,530346.8888888889
1879.0,489772.01851851854
1880.0,601695.5972222222
1886.0,673757.1428571428
1887.0,606469.5
1890.0,833104.66
1901.0,319014.77777777775
1902.0,514026.81111111114
1904.0,556380.0340909091
1905.0,492361.4166666667
1906.0,550899.6944444445
1907.0,577397.6727272727
1908.0,767112.5
1913.0,477112.15555555554
1915.0,555307.032
1921.0,751585.2647058824
1922.0,704966.6666666666
1923.0,543034.9262295082
1929.0,677345.4545454546
1930.0,554945.3846153846
1938.0,679466.6111111111
1940.0,741277.9756097561
1944.0,780347.0588235294
1945.0,688765.3066666666
1949.0,739958.1764705882
1950.0,646769.3333333334
1951.0,701478.947368421
1952.0,467446.6666666667
1960.0,528689.1877934273
1966.0,597690.0
1969.0,652285.15625
1970.0,493832.04198473284
1982.0,683975.0
1983.0,691959.0909090909
1984.0,725538.1333333333
1985.0,576600.0
2019.0,411564.96
2021.0,646302.6696428572
2025.0,797986.3636363636
2026.0,622067.6850393701
2030.0,869386.6666666666
2032.0,581819.875
2035.0,576282.765625
2038.0,521904.3966480447
2043.0,778270.5441176471
2045.0,537216.9642857143
2048.0,470602.2988505747
2050.0,584893.8902439025
2052.0,722209.6612903225
2053.0,535859.9090909091
2054.0,701493.6
2056.0,677266.0188679246
2061.0,719286.6222222223
2062.0,615376.2013422819
2066.0,734787.0571428571
2067.0,666934.5333333333
2072.0,459688.9768786127
2081.0,599949.8414634146
2090.0,825212.8205128205
2093.0,502198.421875
2108.0,657489.9
2109.0,712853.2
2110.0,810564.2857142857
2111.0,771719.92
2113.0,643365.1739130435
2114.0,689819.647887324
2115.0,659149.7045454546
2116.0,750339.4366197183
2118.0,787907.302631579
2119.0,605349.35
2120.0,587433.4
2121.0,605137.9761904762
2122.0,623450.404040404
2124.0,668361.2957746478
2125.0,666737.188034188
2126.0,564959.1489361703
2127.0,765218.4581818181
2128.0,653930.0846153846
2129.0,767921.4196428572
2130.0,668166.2857142857
2131.0,655460.0282485876
2132.0,642401.4042553192
2134.0,575022.3793103448
2135.0,621266.8651685393
2136.0,578524.6990291262
2138.0,687121.6666666666
2139.0,757400.0
2140.0,782276.1904761905
2141.0,829903.125
2142.0,884200.0
2143.0,786003.7289719626
2144.0,826683.2166666667
2145.0,741262.2211538461
2148.0,599172.1871921183
2149.0,631117.5348837209
2150.0,512791.8686868687
2151.0,565538.4585365853
2152.0,630300.0
2155.0,725031.352
2169.0,588747.1804878049
2170.0,643377.4693877551
2171.0,636069.3797468354
2176.0,684795.2283464567
2180.0,611424.8478260869
2184.0,568061.7044025158
2186.0,767760.774509804
2188.0,432516.1756756757
2189.0,495052.6835443038
2190.0,495034.98148148146
2191.0,497416.0535714286
2210.0,820937.2941176471
2215.0,625902.5
2301.0,468455.41791044775
2302.0,428934.7621145375
2322.0,448936.0
2324.0,442023.27397260274
2330.0,432509.58904109587
2332.0,689482.9861111111
2333.0,507512.46428571426
2334.0,650000.0
2337.0,369000.0
2338.0,445721.6216216216
2339.0,662267.8392857143
2341.0,482910.29850746266
2343.0,433777.98
2346.0,463590.08208955225
2347.0,471352.9411764706
2351.0,500093.38157894736
2356.0,625008.9615384615
2359.0,534546.3235294118
2360.0,511087.10986547085
2362.0,799000.0
2364.0,532112.4791666666
2367.0,534631.25
2368.0,486737.06289308175
2369.0,711333.3333333334
2370.0,418085.1081081081
2375.0,529549.9615384615
2379.0,515242.8333333333
2382.0,446948.96
2420.0,830490.3913043478
2421.0,848212.5
2445.0,742193.5161290322
2446.0,706148.2205882353
2451.0,652625.5853658536
2452.0,643479.2307692308
2453.0,657970.4848484849
2458.0,841704.1666666666
2459.0,833024.1379310344
2460.0,843793.75
2461.0,905576.4705882353
2462.0,711140.0
2464.0,691733.3333333334
2465.0,839854.0
2466.0,805800.0
2467.0,650769.9743589744
2468.0,998000.0
2472.0,728508.2176470588
2474.0,757789.3278688524
2476.0,763323.0384615385
2478.0,824946.524590164
2481.0,915909.0909090909
2482.0,925137.5238095238
2492.0,902366.6666666666
2493.0,840785.7142857143
2494.0,836068.1818181818
2530.0,70000.0
2532.0,440604.66101694916
2534.0,588138.4615384615
2535.0,155000.0
2536.0,594242.2038834952
2537.0,613509.3918918918
2538.0,327390.2195121951
2539.0,705257.8947368421
2540.0,721255.7792207792
2543.0,625000.0
2553.0,497216.55555555556
2554.0,928331.6666666666
2556.0,671924.1379310344
2557.0,739884.34375
2558.0,345150.0
2559.0,532227.2727272727
2561.0,316316.6666666667
2562.0,621436.3636363636
2563.0,567574.094017094
2568.0,790889.4736842106
2571.0,412059.83464566927
2575.0,773777.7777777778
2576.0,348181.55263157893
2585.0,585990.0
2601.0,435082.3076923077
2630.0,595176.1904761905
2631.0,557157.2921348314
2632.0,574965.825
2633.0,719607.2727272727
2635.0,617076.1666666666
2637.0,849900.0
2638.0,655877.1428571428
2639.0,463760.9888888889
2641.0,601667.6470588235
2642.0,667068.9425287356
2644.0,567034.4827586206
2645.0,560367.3944954128
2646.0,535723.0384615385
2647.0,524000.0
2648.0,562106.1666666666
2649.0,565070.5
2650.0,715375.0
2651.0,348780.0
2652.0,405169.5652173913
2653.0,559251.7887323943
2655.0,705181.8181818182
2657.0,699761.7647058824
2659.0,708384.5384615385
2660.0,575208.1632653062
2664.0,486526.368
2666.0,527950.0
2667.0,637382.6530612245
2668.0,667564.6470588235
2670.0,484410.0
2671.0,580999.9545454546
2672.0,699000.0
2673.0,439128.0684931507
2675.0,510368.0412371134
2702.0,425575.0
2703.0,419424.3391304348
2714.0,15000.0
2715.0,439411.25
2717.0,507958.25
2718.0,437962.375
2719.0,480872.3965517241
2720.0,390901.8090909091
2721.0,406724.74725274724
2722.0,449900.0
2723.0,389449.23076923075
2724.0,416658.0
2725.0,375248.4166666667
2726.0,403802.10638297873
2738.0,536548.5428571429
2739.0,523009.8360655738
2740.0,340342.53038674034
2743.0,473133.3333333333
2744.0,385871.28301886795
2745.0,324103.4671532847
2746.0,385905.0
2747.0,478093.37096774194
2748.0,524097.87234042556
2760.0,435701.0989010989
2762.0,440813.3333333333
2763.0,495338.46153846156
2764.0,338500.0
2766.0,440634.81944444444
2767.0,441347.7971014493
2769.0,532622.15
2770.0,574785.2941176471
2771.0,435820.0
2777.0,408424.62666666665
2779.0,475961.98
2780.0,399294.14210526313
2790.0,482248.31666666665
2791.0,550000.0
2802.0,322057.14285714284
2804.0,375253.8461538461
2806.0,583840.1862745098
2807.0,810200.0
2808.0,313289.95
2809.0,505557.0094339623
2812.0,380600.0
2813.0,469251.51515151514
2814.0,336286.8524590164
2815.0,290950.0
2816.0,328769.0909090909
2817.0,494005.0588235294
2818.0,568570.0445859872
2822.0,443041.17647058825
2823.0,419900.0
2824.0,399900.0
2825.0,336921.8085106383
2826.0,321175.0
2827.0,393494.7368421053
2828.0,388166.64814814815
2829.0,298233.3333333333
2830.0,345821.8
2831.0,361160.375
2832.0,385034.2888888889
2833.0,334725.0
2835.0,737502.9696969697
2836.0,328266.6666666667
2837.0,630757.1428571428
2838.0,313196.8214285714
2839.0,317506.6666666667
2840.0,634673.2536231884
2842.0,567681.1449275363
2852.0,492457.02259887004
2857.0,420064.4736842105
2858.0,435975.0
2859.0,385464.9090909091
2860.0,337987.09765625
2861.0,327979.76525821595
2863.0,359763.70588235295
2864.0,407772.627388535
2865.0,483489.72602739726
2871.0,569806.2112676057
2872.0,290163.63636363635
2873.0,456950.0
2874.0,669623.1964285715
2875.0,259666.66666666666
2876.0,302500.0
2878.0,413421.0975609756
2879.0,536808.4324324324
2881.0,460450.0
2882.0,631980.3644859813
2885.0,414534.5119047619
2886.0,359107.9716981132
2888.0,354199.05185185187
2889.0,321019.1448598131
2891.0,461301.9372197309
2892.0,426886.0833333333
2893.0,305708.56088560884
2894.0,339725.0
2895.0,311316.61918604653
2896.0,397269.7604166667
2898.0,439079.652173913
2903.0,406458.7444444444
2904.0,307823.125
2905.0,337185.602739726
2906.0,538855.32
2907.0,302126.53125
2908.0,329002.7731092437
2909.0,324179.3347107438
2910.0,305098.1304347826
2911.0,329673.6577181208
2914.0,322451.7016129032
2915.0,342662.03225806454
2916.0,385603.24590163934
2917.0,399260.2886597938
2919.0,351565.7323943662
2920.0,351154.6529850746
2921.0,519967.5268817204
3014.0,260000.0
3031.0,616859.2222222222
3032.0,559980.0
3033.0,626612.375
3034.0,249900.0
3036.0,679933.3333333334
3037.0,384562.5
3038.0,409068.08108108107
3042.0,520830.0
3043.0,128000.0
3044.0,209466.5
3045.0,454023.07692307694
3046.0,304128.5714285714
3047.0,265000.0
3048.0,326964.5882352941
3049.0,524518.1818181818
3051.0,556681.976744186
3052.0,570725.0
3053.0,483558.86
3054.0,391810.0
3055.0,390399.95454545453
3057.0,354833.3333333333
3060.0,401921.2631578947
3062.0,395026.97297297296
3063.0,492657.14285714284
3064.0,472609.0909090909
3070.0,481799.75
3071.0,472681.8888888889
3076.0,609546.7083333334
3077.0,396891.6666666667
3079.0,525098.2978723404
3082.0,508000.0
3084.0,373350.0
3086.0,511025.0714285714
3087.0,562479.1666666666
3102.0,349809.375
3103.0,379274.1935483871
3104.0,432843.2162162162
3106.0,463254.7
3109.0,334368.4210526316
3110.0,434794.1875
3215.0,655276.9230769231
3216.0,291081.7272727273
3217.0,313311.1111111111
3218.0,395566.6666666667
3220.0,291442.1052631579
3221.0,299287.5
3222.0,298938.4074074074
3223.0,251635.0
3224.0,304950.0
3225.0,244333.125
3226.0,79000.0
3227.0,195271.42857142858
3229.0,445330.0
3230.0,257200.0
3234.0,519533.3333333333
3235.0,255529.41176470587
3237.0,396614.28571428574
3240.0,173750.0
3241.0,564500.0
3242.0,270985.71428571426
3243.0,230666.66666666666
3244.0,174026.0655737705
3245.0,357441.5
3246.0,447149.27536231885
3247.0,420000.0
3249.0,405376.63333333336
3251.0,408311.1111111111
3253.0,468579.9
3254.0,300777.77777777775
3255.0,272415.0
3256.0,217000.0
3257.0,399771.4285714286
3258.0,509600.0
3259.0,439900.0
3260.0,131000.0
3261.0,289473.26666666666
3262.0,481216.6666666667
3263.0,317144.8461538461
3264.0,250242.25925925927
3266.0,150200.0
3268.0,186272.72727272726
3269.0,305050.0
3273.0,66997.0
3275.0,364365.0
3276.0,328660.0
3278.0,420000.0
3279.0,268300.0
3280.0,391330.0
3281.0,294592.23076923075
3282.0,216942.85714285713
3284.0,130780.0
3285.0,332700.0
3287.0,205623.07692307694
3290.0,657960.0
3293.0,399000.0
3301.0,318232.32352941175
3303.0,339842.85714285716
3304.0,596314.2857142857
3307.0,340430.76923076925
3431.0,270374.49019607843
3440.0,255385.7142857143
3442.0,196180.0
3443.0,422780.0
3444.0,294249.5
3445.0,292300.0
3446.0,233505.55555555556
3447.0,298350.0
3448.0,235370.0
3449.0,284785.71428571426
3450.0,70000.0
3451.0,141998.125
3452.0,312681.8181818182
3455.0,475000.0
3456.0,273850.0
3457.0,575000.0
3458.0,395158.3333333333
3461.0,440615.3846153846
3462.0,427418.75
3464.0,273225.0
3465.0,241960.0
3466.0,213749.75
3467.0,507500.0
3469.0,129900.0
3470.0,261253.0
3561.0,217052.9411764706
3570.0,136094.48333333334
3574.0,256000.0
3575.0,499000.0
3576.0,174425.0
3579.0,229860.0
3580.0,277472.0
3581.0,249299.88888888888
3582.0,166359.9375
3583.0,95000.0
3584.0,167377.4193548387
3585.0,270722.1111111111
3586.0,268207.6923076923
3588.0,170986.36363636365
3590.0,141966.66666666666
3592.0,256555.0
3593.0,211000.0
3595.0,69000.0
3597.0,119992.85714285714
3598.0,204940.86363636365
3601.0,107380.0
3602.0,389545.45454545453
3603.0,220419.41176470587
3605.0,189333.33333333334
3607.0,384000.0
3608.0,466200.0
3609.0,264950.0
3740.0,256116.66666666666
3741.0,208348.55555555556
3743.0,224238.2857142857
3745.0,250983.33333333334
3748.0,303186.6
3750.0,399000.0
3752.0,399000.0
3753.0,253211.1875
3755.0,788200.0
3765.0,142733.33333333334
3766.0,322441.6
3768.0,454500.0
3770.0,314900.0
3771.0,219000.0
3773.0,201483.87096774194
3774.0,433071.4285714286
3777.0,336250.0
3779.0,277100.0
3780.0,296000.0
3781.0,195833.33333333334
3782.0,351888.8888888889
3784.0,375076.4
3785.0,104059.60869565218
3801.0,688016.2790697674
3809.0,284684.4871794872
3810.0,304375.0
3811.0,586818.8666666667
3812.0,365620.0
3813.0,361499.5833333333
3814.0,219770.38461538462
3816.0,441926.6666666667
3817.0,359500.0
3818.0,325620.0
3819.0,334937.5
3820.0,398937.0
3823.0,587666.3333333334
3824.0,472237.5
3825.0,441809.95
3826.0,426529.6666666667
3827.0,503300.0
3830.0,237414.2857142857
3832.0,80000.0
3833.0,544088.9078947369
3835.0,202184.95
3836.0,321366.5833333333
3837.0,562500.0
3838.0,352380.0
3839.0,375963.3333333333
3841.0,545860.0
3842.0,615495.25
3845.0,449866.6666666667
3846.0,462300.0
3848.0,466147.5714285714
3849.0,203566.66666666666
3850.0,399950.0
3851.0,233529.9
3852.0,284633.3333333333
3853.0,399900.0
3854.0,724500.0
3855.0,332345.45454545453
3856.0,769300.0
3857.0,595381.12
3858.0,512450.0
3860.0,521842.85714285716
3861.0,280000.0
3862.0,345780.0
3864.0,146051.33333333334
3865.0,559963.6363636364
3867.0,372239.4210526316
3868.0,272283.27777777775
3869.0,381400.0
3870.0,720333.3333333334
3872.0,304837.64705882355
3873.0,628081.125
3874.0,303007.0714285714
3878.0,248336.0
3882.0,349300.0
3883.0,200000.0
3884.0,247200.0
3885.0,593231.0
3886.0,140094.73684210525
3887.0,324725.0
3890.0,95000.0
3894.0,443973.0
3901.0,389512.6666666667
3902.0,350245.45454545453
3903.0,416712.5
3904.0,544866.6666666666
3905.0,749000.0
3906.0,348957.14285714284
3907.0,652111.1111111111
3908.0,526330.0
3909.0,480764.21428571426
4001.0,359757.14285714284
4002.0,255016.66666666666
4005.0,512839.25
4008.0,271985.71428571426
4009.0,343979.6296296296
4010.0,183700.0
4011.0,343379.86842105264
4015.0,256711.4705882353
4017.0,448725.0
4020.0,266633.3333333333
4021.0,703983.3333333334
4022.0,145000.0
4024.0,324225.0
4027.0,295460.76923076925
4029.0,161187.5
4030.0,402166.6666666667
4032.0,432360.86666666664
4037.0,236614.07142857142
4038.0,415390.6666666667
4039.0,279561.46153846156
4040.0,162266.68421052632
4041.0,197333.33333333334
4042.0,342283.3333333333
4043.0,561538.4615384615
4046.0,478096.875
4047.0,133525.0
4048.0,230745.45454545456
4049.0,272105.5294117647
4051.0,185500.0
4055.0,400280.0
4056.0,39900.0
4061.0,173725.0
4062.0,404692.3076923077
4063.0,819000.0
4064.0,484636.0571428572
4066.0,462666.6666666667
4068.0,232000.0
4069.0,280000.0
4071.0,474212.5
4072.0,448806.21875
4073.0,298568.9655172414
4074.0,529210.75
4076.0,376712.85714285716
4079.0,442444.44444444444
4083.0,279893.625
4084.0,351120.0
4085.0,350000.0
4086.0,409969.1538461539
4087.0,235992.85714285713
4088.0,314300.0
4090.0,362411.96
4091.0,515000.0
4092.0,377400.0
4093.0,283480.0
4095.0,209514.2857142857
4096.0,511333.3333333333
4097.0,663160.0
4101.0,664829.7872340425
4102.0,507454.54545454547
4103.0,567137.5
4105.0,608995.0
4106.0,479790.9090909091
4107.0,706250.0
4108.0,284000.0
4210.0,251162.1875
4216.0,181810.7142857143
4217.0,233267.70967741936
4219.0,215987.5
4220.0,167284.61538461538
4221.0,64950.0
4222.0,289408.3333333333
4224.0,112946.6
4227.0,61450.0
4231.0,144082.35294117648
4236.0,186338.46153846153
4237.0,54000.0
4238.0,392250.0
4239.0,227899.88888888888
4240.0,235911.68292682926
4250.0,99438.21428571429
4252.0,150633.33333333334
4253.0,165062.5
4254.0,244658.33333333334
4255.0,59600.0
4256.0,173528.57142857142
4257.0,132620.76923076922
4258.0,279900.0
4259.0,359075.0
4260.0,216333.33333333334
4261.0,279846.1538461539
4263.0,61817.5
4265.0,93666.66666666667
4268.0,142780.0
4270.0,129616.625
4271.0,275625.0
4274.0,338714.28571428574
4276.0,230243.84210526315
4280.0,87188.23529411765
4281.0,207623.80952380953
4282.0,180799.94736842104
4284.0,130666.66666666667
4285.0,422650.0
4287.0,715000.0
4289.0,440000.0
4290.0,169966.66666666666
4292.0,120325.0
4294.0,236659.95
4330.0,208724.21666666667
4342.0,194980.0
4343.0,38500.0
4344.0,286755.44444444444
4345.0,198307.35294117648
4346.0,209900.0
4347.0,343510.3448275862
4348.0,166918.75
4349.0,195066.875
4350.0,330030.76923076925
4351.0,178780.0
4352.0,432483.25
4353.0,236316.66666666666
4354.0,142062.5
4355.0,154230.0
4357.0,125212.5
4358.0,155671.91304347827
4359.0,170000.0
4360.0,98780.0
4363.0,279740.0
4364.0,283305.8823529412
4401.0,218559.63095238095
4406.0,231542.85714285713
4408.0,57333.333333333336
4410.0,134975.0
4411.0,216993.75
4412.0,210717.39130434784
4413.0,140950.0
4414.0,146510.0
4416.0,178585.14814814815
4417.0,93475.0
4418.0,99491.66666666667
4419.0,25000.0
4421.0,704777.7777777778
4422.0,52477.77777777778
4424.0,227947.36842105264
4426.0,145835.67857142858
4427.0,63425.0
4428.0,170519.44444444444
4429.0,231518.38235294117
4430.0,87740.0
4434.0,350700.0
4435.0,214250.0
4438.0,257410.0
4441.0,250866.66666666666
4442.0,295000.0
4443.0,189947.31578947368
4444.0,193173.91836734695
4448.0,85671.42857142857
4449.0,194948.75
4450.0,172375.0
4451.0,107833.33333333333
4453.0,83657.14285714286
4455.0,203940.0
4456.0,102799.83333333333
4457.0,141779.16666666666
4459.0,75179.8
4460.0,175411.11111111112
4461.0,126900.0
4462.0,211312.0
4463.0,159968.0
4464.0,150857.14285714287
4468.0,175765.21739130435
4471.0,75100.0
4472.0,230083.33333333334
4473.0,173983.33333333334
4474.0,163874.875
4475.0,122800.0
4476.0,217787.5
4478.0,346828.5714285714
4479.0,27900.0
4481.0,200816.66666666666
4485.0,285000.0
4487.0,152880.0
4488.0,165646.6
4490.0,312450.0
4492.0,39900.0
4493.0,192876.23076923078
4495.0,88360.0
4496.0,146936.36363636365
4497.0,85983.33333333333
4530.0,296955.55555555556
4535.0,275000.0
4537.0,391807.6923076923
4538.0,212377.77777777778
4539.0,151681.81818181818
4543.0,506350.0
4544.0,298580.0
4547.0,147450.0
4548.0,634475.0
